Rating,Company,Average,Lowest,Highest,yr/mo/hr
3.4,Vedantu,955565,"7,04,732","16,84,180",/yr
3.4,Extramarks,1412340,"11,49,660","23,81,190",/yr
3.4,RAKESH GROUP,2645111,"11,77,529","54,35,249",/yr
3.4,RxLogix Corporation,997520,"8,22,859","16,70,940",/yr
3.4,Hitachi Vantara,1311859,"10,68,849","22,10,799",/yr
3.4,CROPIN TECHNOLOGY SOLUTIONS,15808,"14,159","25,362",/yr
3.4,GALYTIX,1302901,"15,60,819","16,96,433",/yr
3.4,Aptara,78278,"21,999","1,73,695",/yr
3.4,GLOBALFOUNDRIES,61846,"73,560","81,056",/yr
3.4,Yatra Online Pvt Ltd,522377,"4,88,872","8,17,071",/yr
3.4,GlobalData,699940,"8,39,182","9,10,668",/yr
3.4,GLOBALFOUNDRIES,738226,"8,82,976","9,62,590",/yr
3.4,CROPIN TECHNOLOGY SOLUTIONS,47837,"57,413","62,180",/yr
3.4,Datamatics Global Services,279339,"3,37,261","3,61,087",/yr
3.4,Algo8.ai,121674,"1,45,622","1,58,564",/yr
3.4,SigTuple,1842788,"6,39,588","39,67,383",/yr
3.4,Bidgely,1334090,"14,92,371","18,42,853",/yr
3.4,Lowe's Home Improvement,1449988,"17,31,433","18,93,537",/yr
3.4,Humonics,641342,"3,36,231","12,67,125",/yr
3.4,ascena,1524304,"15,77,948","22,32,813",/yr
3.4,Brane Enterprises (nslhub),1352272,"9,20,648","24,60,032",/yr
3.4,Datamatics Global Services,1015191,"5,38,822","19,99,156",/yr
3.4,Cartesian Consulting,682030,"6,21,960","10,83,115",/yr
3.4,WebMD Health,621010,"6,31,179","9,21,346",/yr
3.4,PharmEasy,1115336,"10,00,000","17,88,341",/yr
3.4,Stericinfotech,464104,"5,54,986","6,05,275",/yr
3.4,Deep Electric,516661,"6,18,550","6,73,102",/yr
3.4,Chola MS General Insurance Company,475980,"5,70,594","6,19,356",/yr
3.4,CRAssociates,1749435,"20,95,199","22,78,389",/yr
3.4,Indian Cyber Security Solutions,175574,"2,09,478","2,29,457",/yr
3.4,VeeTechnologies,284606,"3,38,875","3,72,639",/yr
3.4,Gibots,344153,"4,15,184","4,45,199",/yr
3.4,Iimjobs.com,28212,"33,636","36,895",/yr
3.4,Yashoda Hospital,304430,"3,64,825","3,96,251",/yr
3.4,Kinetix Trading Solutions,444474,"5,37,034","5,74,152",/yr
3.4,RockYou,415548,"5,02,448","5,36,421",/yr
3.4,Oyo Life,2429010,"29,28,484","31,44,041",/yr
3.4,Wet Seal,2146770,"25,72,803","27,94,122",/yr
3.4,Silfra Technologies,609502,"7,33,123","7,90,633",/yr
3.4,Mubea,397900,"4,78,270","5,16,480",/yr
3.4,Rashi Information Services,346493,"4,17,617","4,48,616",/yr
3.4,FirstTech,343428,"4,10,302","4,48,267",/yr
3.4,NEXVAL,817762,"9,87,654","10,56,751",/yr
3.4,Augment Systems,31585,"37,802","41,161",/yr
3.4,NECCO,36616,"44,061","47,478",/yr
3.4,EDAG Group,60859,"73,092","79,056",/yr
3.4,NITS,17068,"20,615","22,054",/yr
3.4,Kogta Financial,40474,"48,526","52,660",/yr
3.4,Avishkar Tech Solutions,13330,"15,845","17,481",/yr
3.4,TTL,8724,"10,460","11,349",/yr
3.4,KNOWARTH Technologies,4444,"5,292","5,819",/yr
3.4,Juul Labs,1712765,"20,45,956","22,35,956",/yr
3.4,GALYTIX,515602,"6,17,753","6,71,253",/yr
3.4,Mu Sigma,597727,"7,13,024","7,81,293",/yr
3.4,Datamatics Global Services,105956,"1,27,118","1,37,773",/yr
3.4,Strand Life Sciences,683598,"3,08,056","14,00,938",/yr
3.4,Mu Sigma,1143787,"6,11,094","22,48,373",/yr
3.4,Mu Sigma,418793,"3,50,063","6,96,919",/yr
3.4,Algo8.ai,449331,"4,17,470","7,05,857",/yr
4.6,Palle Technology,407426,"4,85,694","5,32,870",/yr
4.6,Loop Reality,388334,"4,66,536","5,04,300",/yr
4.6,BluePi,428411,"5,13,261","5,57,766",/yr
4.6,National Institute of Technology Karnataka,427310,"5,09,545","5,58,731",/yr
4.6,Vertipride Solutions,857700,"10,30,898","11,13,352",/yr
4.6,Terrabit Consulting,811551,"9,76,404","10,52,473",/yr
4.6,M-SIX Technology,841928,"10,17,455","10,87,366",/yr
4.6,Bijak,806024,"9,67,629","10,47,430",/yr
4.6,Neudesic,823999,"9,87,461","10,72,536",/yr
4.6,G Raju & Co,912529,"10,97,553","11,83,769",/yr
4.6,City Of South Bend Venues Parks & Arts,989401,"11,85,311","12,88,191",/yr
4.6,Versuche Technologies,958771,"11,60,544","12,36,384",/yr
4.6,WebShar,735195,"8,85,199","9,52,788",/yr
4.6,RDA Labs,1656852,"19,90,233","21,51,896",/yr
4.6,DV Analytics,1150942,"13,86,461","14,90,893",/yr
4.6,Analytics India Magazine,1339901,"16,00,524","17,49,228",/yr
4.6,Infobase Systems,725186,"8,76,666","9,36,300",/yr
4.6,Hloov,959894,"11,56,392","12,43,344",/yr
4.6,Oasis HR Corporate Solutions,713067,"8,55,100","9,27,567",/yr
4.6,AAITPro,12548,"15,116","16,254",/yr
4.6,Dr. B.V. Raju Institute of Technology,37806,"44,936","49,578",/yr
4.6,Kudos Finance and Investments,28111,"33,779","36,499",/yr
4.6,Dean Group,334148,"4,00,672","4,34,699",/yr
4.6,Serum Institute of India,39734,"47,546","51,788",/yr
4.6,PCS Global Tech,5498,"6,563","7,183",/yr
4.6,Kyvor Genomics,783910,"9,38,780","10,20,996",/yr
4.6,QL Tech,29136,"25,766","47,074",/yr
4.6,Data Science Wizards,508420,"6,14,114","6,56,936",/yr
4.6,Valuepitch E Technologies,303806,"3,67,706","3,91,810",/yr
4.6,Intuit,2465134,"28,52,490","33,10,345",/yr
4.6,SS Supply Chain Solutions,877070,"7,73,376","14,19,298",/yr
4.6,Gainsight,1371543,"12,93,859","21,34,999",/yr
4.6,Locus,2078378,"22,81,132","29,14,813",/yr
4.6,KhataBook,2105137,"24,03,580","28,59,263",/yr
4.6,redBus India,2001588,"21,95,728","28,08,243",/yr
4.6,Artificial Penetration,485054,"5,41,032","6,71,603",/yr
4.6,Self,18124,"10,749","34,560",/yr
4.6,iNeuron,678988,"3,65,358","13,32,113",/yr
4.6,iNeuron,20398,"24,535","26,461",/yr
4.6,Voziq,12620,"15,087","16,464",/yr
4.6,I'm beside you,21512,"25,857","27,924",/yr
4.6,I'm beside you,2956248,"35,53,434","38,37,187",/yr
4.6,Comsense Technologies,330717,"3,98,098","4,28,694",/yr
4.6,Self,702894,"8,36,226","9,21,008",/yr
4.6,brandonline.io,802036,"9,61,240","10,43,850",/yr
4.6,iNeuron,318568,"3,80,200","4,16,220",/yr
4.6,Abzooba,1444934,"6,00,000","30,12,334",/yr
4.6,QuantZig,922299,"3,90,251","19,15,497",/yr
4.6,Inshorts,2088664,"20,36,980","31,84,680",/yr
4.6,Voziq,655468,"3,71,546","12,67,125",/yr
4.6,Chistats,591068,"3,60,000","11,17,671",/yr
4.6,Bright Money,2274881,"26,76,090","30,11,112",/yr
4.6,Reckonsys,951531,"7,31,566","16,47,262",/yr
4.6,Ziafa Technologies,473226,"5,65,701","6,17,364",/yr
4.6,Hiddime,576581,"6,89,655","7,51,798",/yr
4.6,Aspect Ratio,963534,"11,61,201","12,47,634",/yr
4.6,Quantic Technovations,824218,"9,88,943","10,71,603",/yr
4.6,Dacasa Financeira,2603869,"31,41,987","33,67,686",/yr
4.6,Tranzmeo,160132,"1,90,795","2,09,534",/yr
4.6,Monge & Associates,168836,"2,02,297","2,19,793",/yr
4.6,Kubric,1525970,"18,32,015","19,82,911",/yr
4.6,Sahaj Software Solutions,748804,"8,94,692","9,77,318",/yr
4.6,Predera,411443,"4,92,668","5,35,940",/yr
4.6,Deepija Telecom,1305271,"15,65,936","16,97,241",/yr
4.6,Demandbase,1446523,"17,34,444","18,81,864",/yr
4.6,Aizant Global Analytics,406700,"4,86,941","5,29,810",/yr
4.6,IEEE Student Branch VIT Pune,266318,"3,18,779","3,47,017",/yr
4.6,Vuram,84994,"1,01,333","1,11,153",/yr
4.6,Indian Institute of Technology Bombay,10597,"12,637","13,856",/yr
4.6,Infintor,106737,"1,27,180","1,39,662",/yr
4.6,Sakhi For South Asian Women,126,152,162,/yr
4.6,Valuepitch E Technologies,159311,"1,90,677","2,07,600",/yr
4.6,Algoritmo (Singapore),13406,"16,143","17,373",/yr
4.6,iNeuron,241992,"2,90,646","3,14,334",/yr
4.6,Ushur,1072724,"12,85,436","13,96,373",/yr
4.6,Rezo.ai,15620,"17,949","21,101",/yr
4.6,Abzooba,541141,"5,40,000","8,12,852",/yr
4.6,iNeuron,340450,"3,25,141","5,25,983",/yr
4.6,VuNet Systems,513606,"5,71,073","7,12,943",/yr
4.6,iNeuron,371698,"4,20,000","5,09,245",/yr
4.6,App Orchid,752828,"7,29,780","11,52,291",/yr
3.3,ASH Group,400978,"4,80,825","5,21,620",/yr
3.3,Dollar Loan Center,857565,"10,34,791","11,09,122",/yr
3.3,RS Software,515619,"6,21,374","6,67,673",/yr
3.3,Schlesinger Group,678171,"8,10,450","8,84,978",/yr
3.3,Hotstar,1660370,"19,93,475","21,57,451",/yr
3.3,Group IMD,1016772,"12,13,285","13,28,644",/yr
3.3,Magna Infotech,600313,"7,22,787","7,77,995",/yr
3.3,Crossover for Work,1700452,"20,43,091","22,08,038",/yr
3.3,Skillsoft,955867,"11,52,516","12,37,152",/yr
3.3,Hewlett-Packard,1822120,"21,75,651","23,79,649",/yr
3.3,JFF,624964,"7,49,617","8,12,792",/yr
3.3,Public Affairs Center,639251,"7,65,784","8,32,344",/yr
3.3,Mintifi,760395,"9,13,783","9,87,205",/yr
3.3,LG Ads Solutions,2551846,"30,46,912","33,32,704",/yr
3.3,Routematic,1004378,"12,05,590","13,05,354",/yr
3.3,BCS Technology,1574766,"18,89,407","20,47,507",/yr
3.3,Aditya Birla Finance,1682185,"20,03,657","22,01,805",/yr
3.3,Awaze,1702377,"20,55,435","22,00,507",/yr
3.3,Webhelp,1506443,"17,96,281","19,69,827",/yr
3.3,Altisource,1094976,"13,19,667","14,17,772",/yr
3.3,Kool Smiles,983113,"11,83,811","12,73,972",/yr
3.3,DT,38685,"46,215","50,498",/yr
3.3,American Student Assistance,21510,"25,889","27,887",/yr
3.3,Eigenlytics,17698,"21,228","23,017",/yr
3.3,Velmurugan Group Of Companies,12844,"15,418","16,691",/yr
3.3,iServeU (India),48989,"58,542","63,931",/yr
3.3,SIBIA Analytics and Consulting Services,16892,"20,333","21,898",/yr
3.3,Reserve Bank Information Technology,1216625,"10,89,632","19,51,931",/yr
3.3,Sling Media,1031231,"12,00,686","13,77,392",/yr
3.3,FOKAL,921354,"5,21,768","17,81,617",/yr
3.3,ALTEN,894302,"6,71,993","15,63,762",/yr
3.3,Rakuten,1594655,"18,69,950","21,16,687",/yr
3.3,Infosys,36660,"24,586","67,065",/yr
3.3,Fiserv,717988,"4,52,527","13,42,442",/yr
3.3,Absolutdata,544382,"6,53,662","7,07,293",/yr
3.3,Ola,41393,"49,892","53,591",/yr
3.3,Sagacito,14,17,19,/yr
3.3,ShieldSquare,620087,"7,14,599","8,35,619",/yr
3.3,3LOQ Labs,770494,"5,25,983","14,00,253",/yr
3.3,Zylotech,469782,"5,65,620","6,08,836",/yr
3.3,KOGO Tech Labs,534198,"6,46,231","6,89,265",/yr
3.3,Xcaliber Infotech,532316,"6,33,812","6,96,979",/yr
3.3,MNC(Indonesia),490085,"5,85,835","6,39,378",/yr
3.3,Great Lakes Water Authority,481416,"5,81,016","6,22,524",/yr
3.3,Teknuance Info Solutions,231144,"2,75,765","3,02,095",/yr
3.3,Ninestars Information Technologies,264961,"3,14,853","3,47,550",/yr
3.3,Neviton,928948,"11,15,761","12,06,608",/yr
3.3,QiO Technologies,2903982,"34,77,837","37,82,119",/yr
3.3,FCS Software Solutions,966278,"11,55,417","12,60,279",/yr
3.3,Panera Bread,815255,"9,79,339","10,58,798",/yr
3.3,VIT Infotech,733368,"8,88,518","9,44,901",/yr
3.3,Spikewell,965342,"11,61,300","12,52,056",/yr
3.3,UangTeman,461145,"5,49,453","6,03,409",/yr
3.3,Sciensus,1000602,"12,02,704","12,98,802",/yr
3.3,BioXcel Corporation,601124,"7,16,641","7,86,170",/yr
3.3,Arpita Fashions- Sumiths,1382207,"16,51,707","18,03,811",/yr
3.3,Clairvolex,1302357,"15,51,087","17,04,805",/yr
3.3,Engagely,717725,"8,61,453","9,32,859",/yr
3.3,Couture AI,1730030,"20,82,506","22,42,568",/yr
3.3,Sprint,62145,"74,414","80,948",/yr
3.3,Prakshep,62279,"75,210","80,488",/yr
3.3,GEICO,678988,"3,65,358","13,32,113",/yr
3.3,Odin,47571,"57,059","61,868",/yr
3.3,Strattek Consulting,6632,"7,944","8,636",/yr
3.3,Praxis Home Retail,8439,"10,139","10,959",/yr
3.3,Infosys,601124,"7,16,641","7,86,170",/yr
3.3,Rakuten,31105,"37,280","40,483",/yr
3.3,Ola,1838126,"22,06,626","23,88,690",/yr
3.3,Infosys,165284,"1,98,421","2,14,789",/yr
3.3,FN MathLogic Consulting Services,81333,"98,492","1,04,841",/yr
3.3,Infosys,529318,"1,02,501","12,20,794",/yr
3.3,Infosys,407480,"2,00,000","8,18,700",/yr
3.3,Infosys,500976,"4,02,440","8,50,000",/yr
3.3,Infosys,837995,"6,94,988","14,00,000",/yr
3.3,Ola,1370368,"14,45,089","19,80,830",/yr
3.3,Ganit,1722855,"19,49,607","23,57,531",/yr
3.3,Walmart,3965475,"23,82,853","75,30,835",/yr
3.3,Infosys,716605,"3,62,215","14,29,297",/yr
3.3,Infosys,1516438,"15,94,385","21,96,709",/yr
4.7,Eron Infoways,395596,"4,71,250","5,17,741",/yr
4.7,Turings XYZ,426284,"5,11,815","5,53,895",/yr
4.7,CognitiveWorks,441460,"5,30,898","5,72,753",/yr
4.7,Masai School,802644,"9,61,100","10,45,510",/yr
4.7,Kanerika Software,820546,"9,82,378","10,68,986",/yr
4.7,Inflexion Analytics,496237,"5,93,689","6,46,903",/yr
4.7,Shenzyn,487434,"5,87,543","6,31,042",/yr
4.7,Vauld,1933152,"23,20,056","25,12,824",/yr
4.7,Ark Solutions,263780,"3,19,158","3,40,293",/yr
4.7,Toastmasters International,677482,"8,10,055","8,83,651",/yr
4.7,Cerebulb,321048,"3,83,008","4,19,612",/yr
4.7,Databricks,1393063,"16,82,783","17,99,874",/yr
4.7,Invizo Technologies,589969,"7,07,436","7,67,487",/yr
4.7,Wizely,2047448,"24,53,426","26,65,194",/yr
4.7,Fission Labs,1308940,"15,79,636","16,92,715",/yr
4.7,Infer,353591,"4,25,999","4,57,978",/yr
4.7,MPL technologies,659677,"7,89,814","8,59,378",/yr
4.7,Vkonex AI,321243,"3,87,172","4,15,936",/yr
4.7,Google Summer of Code,32956,"39,589","42,800",/yr
4.7,Employee Relations,34442,"41,344","44,762",/yr
4.7,Entro Labs It Solutions,40655,"48,498","53,139",/yr
4.7,Bricshare,40765,"48,992","52,921",/yr
4.7,Snipe Tech Pvt Ltd.,27566,"33,152","35,763",/yr
4.7,GeoSpoc,86981,"1,03,760","1,13,692",/yr
4.7,Prudent Software Services,17096,"20,495","22,245",/yr
4.7,Persistent Networks,10212,"12,253","13,276",/yr
4.7,Pisyst,88657,"1,06,575","1,15,067",/yr
4.7,DGLiger Consulting,6832,"8,197","8,884",/yr
4.7,REACH Technologies,9370,"11,223","12,202",/yr
4.7,AvA-V,487755,"5,83,814","6,35,573",/yr
4.7,GeakMinds,26155,"23,987","41,400",/yr
4.7,Atlassian,1835328,"22,07,425","23,80,894",/yr
4.7,Acies,346324,"4,15,768","4,50,042",/yr
4.7,OTO Capital,1013314,"6,37,071","18,96,213",/yr
4.7,Sravathi AI Technology,615336,"6,89,268","8,49,073",/yr
4.7,Joveo,2164979,"24,21,525","29,90,923",/yr
4.7,Ambee (India),1199208,"9,18,220","20,79,800",/yr
4.7,Prescience,1188236,"12,70,409","17,00,182",/yr
4.7,PipeCandy,817101,"5,38,283","15,04,470",/yr
4.7,Railofy,892259,"9,28,058","13,02,589",/yr
4.7,Analytical Wizards,25653,"30,860","33,272",/yr
4.7,DataTrained,430572,"5,17,785","5,58,646",/yr
4.7,Akaike Technologies,869840,"7,74,600","14,00,000",/yr
4.7,Knowledge Foundry,879581,"7,98,700","14,00,253",/yr
4.7,Analytical Wizards,613277,"3,33,193","12,00,000",/yr
4.7,NVIDIA,2540072,"12,25,112","51,25,067",/yr
4.7,CoreStack,913957,"11,00,565","11,84,328",/yr
4.7,Absolute Reports,798096,"9,55,530","10,39,710",/yr
4.7,Careerera,1060011,"12,72,396","13,77,632",/yr
4.7,Ronak Group,965875,"11,55,300","12,59,388",/yr
4.7,Ithink Technologies,259564,"3,09,695","3,39,215",/yr
4.7,Gitanjali,155279,"1,87,550","2,00,647",/yr
4.7,Simple Lecture,413840,"4,95,943","5,38,656",/yr
4.7,Skillmine Technology Consulting,1461319,"17,39,391","19,13,906",/yr
4.7,Aays Analytics,896439,"10,84,883","11,56,215",/yr
4.7,Daten & Wissen,434230,"5,20,023","5,65,553",/yr
4.7,Free Doctor Helpline,17169,"20,698","22,224",/yr
4.7,DigitUp,54604,"65,962","70,547",/yr
4.7,Joshua Expeditions,23908,"28,626","31,143",/yr
4.7,Boston Analytics,48976,"59,192","63,249",/yr
4.7,Qure.ai,123132,"1,47,647","1,60,183",/yr
4.7,Major League Hacking,26113,"31,255","34,027",/yr
4.7,Iota,4110,"4,959","5,317",/yr
4.7,Acies,39839,"47,722","51,875",/yr
4.7,DataTrained,8500,"10,203","11,047",/yr
4.7,Applied Data Finance,612850,"6,61,560","8,70,564",/yr
4.7,Skellam AI,1110399,"6,42,262","21,33,736",/yr
2.6,"Dr. Ratan Tiwari, MD",450776,"5,40,082","5,86,859",/yr
4.8,VisionNLP,441356,"5,31,857","5,71,533",/yr
3.2,NSH Corp,439541,"5,26,634","5,72,218",/yr
4.8,SellerApp,425684,"5,07,840","5,56,369",/yr
4.9,AIBridge ML,402670,"4,82,670","5,24,005",/yr
2.6,Trident Information Systems,398266,"4,77,613","5,18,051",/yr
3.2,Shri Vaishnav Vidyapeeth Vishwavidyalaya,416473,"4,95,625","5,45,557",/yr
3,Dhani,391611,"4,68,959","5,10,068",/yr
2.5,SeedOlabs,412200,"4,96,824","5,33,677",/yr
4.9,IOTric,402398,"4,82,300","5,23,695",/yr
2.5,Iha Consulting Services,442394,"5,32,087","5,73,898",/yr
3.2,Quadrant 4 Systems,859610,"10,31,441","11,17,584",/yr
2.9,Hans Im Glück Burgergrill and Bar,864898,"10,39,368","11,22,876",/yr
3.2,Reata Restaurant,826970,"9,97,588","10,69,837",/yr
2.7,Zephyr,812978,"9,75,808","10,56,636",/yr
3.2,SilverNeuron Consulting,828961,"10,02,918","10,69,485",/yr
3.2,Navigare,833094,"10,09,111","10,73,623",/yr
2.9,Goli Vada Pav,819302,"9,81,132","10,67,122",/yr
4.8,Zealeers Technologies,799103,"9,55,047","10,42,710",/yr
1.7,Go Digital,501381,"6,04,683","6,48,770",/yr
2.7,Starlite Recovery Center,532836,"6,34,892","6,97,199",/yr
3,IRA Toyota of Danvers,485343,"5,83,039","6,30,319",/yr
4.8,Argus System,485223,"5,84,829","6,28,228",/yr
1,Agastya,490446,"5,88,094","6,38,021",/yr
3.1,Student Loans Company,493012,"5,90,173","6,42,357",/yr
3.2,CARE Ratings,501949,"6,00,876","6,53,996",/yr
1.4,Emagia,613646,"7,34,869","7,99,247",/yr
2.7,Ashvini Magnets,327984,"3,95,223","4,24,737",/yr
3.1,Infobase,1569003,"18,83,178","20,39,330",/yr
3,Kinarya Inovasi Mandiri,757710,"9,08,434","9,85,842",/yr
2.9,AuthBase,693564,"8,33,539","9,00,372",/yr
3.2,GGS Engineering Services,558312,"6,67,527","7,28,252",/yr
2.2,Fractal Systems,1775375,"21,40,296","22,98,141",/yr
2.9,JDA Worldwide,702204,"8,42,012","9,13,498",/yr
2,Opia Labs,1746944,"20,78,281","22,89,078",/yr
1,Innoclique Congitive Technologies,1157542,"13,84,328","15,09,526",/yr
3.1,Walgreens,2075071,"25,10,073","26,77,605",/yr
3,Urban Development and Housing Department,579584,"6,92,702","7,56,257",/yr
3.1,XYX (UK),656351,"7,89,085","8,51,792",/yr
2.4,Indimedics Healthcare,37078,"44,637","48,057",/yr
2.8,Global Eagle,3735464,"45,21,090","48,17,570",/yr
2.3,Archeron Group,1466818,"17,59,239","19,07,805",/yr
2,National Cooperative Dairy Federation of India,235237,"2,82,726","3,05,366",/yr
2.8,Prometheus Group,1658470,"20,02,327","21,43,849",/yr
3.2,Indiabulls,2066139,"24,98,928","26,66,420",/yr
2.4,Optra Health,1437647,"17,24,197","18,69,920",/yr
4.8,Decision Culture,3115711,"37,61,321","40,27,957",/yr
3,BNED LoudCloud,1074440,"12,77,927","14,08,172",/yr
2.1,Homigo Realty,622180,"7,53,232","8,02,219",/yr
3.2,IoT Research Labs,636906,"7,66,376","8,25,888",/yr
3.1,FIGmd,627764,"7,53,964","8,15,445",/yr
1,Niama-Riesser,208597,"2,50,869","2,70,623",/yr
2,Blacknet,1159105,"13,94,947","15,02,816",/yr
3.2,MJ Biopharm,208554,"2,52,138","2,69,248",/yr
2.8,MachinePulse,948730,"11,37,580","12,34,246",/yr
1.3,Arzenovo Pharmaceutical,170134,"2,04,173","2,21,163",/yr
2.1,OurFood,330294,"3,97,705","4,28,029",/yr
2.5,Oxyent,753239,"9,04,472","9,78,626",/yr
3.2,Karvy Data Management Services (India),710249,"8,45,847","9,29,776",/yr
3.2,RHA,8148,"9,797","10,574",/yr
3.2,Alluvium IoT Solutions,320722,"3,82,195","4,19,611",/yr
3,Dasceq,318792,"3,84,766","4,12,214",/yr
2.9,Starcom Information Technology,643906,"7,71,429","8,38,336",/yr
3.1,ABM Industries,1276872,"15,20,844","16,71,336",/yr
3.1,Objectsol Technologies,204233,"2,44,341","2,66,242",/yr
3.2,Financial Software & Systems,923790,"11,07,369","12,02,106",/yr
3,Absolute,573713,"6,86,643","7,47,640",/yr
2.7,Force Motors,163827,"1,96,972","2,12,595",/yr
4.8,VIMANA,958446,"11,50,680","12,45,434",/yr
2.7,Vervenest,281506,"3,36,268","3,67,498",/yr
3,Saisree Engineers,372589,"4,47,972","4,83,501",/yr
3,Honey,583999,"6,97,326","7,62,671",/yr
3.1,Opera Solutions,2126132,"25,35,320","27,80,010",/yr
2.9,Future Consumer Enterprise,1608955,"19,28,285","20,94,102",/yr
3.1,Panduit,1331711,"15,88,979","17,40,299",/yr
4.9,1Gen,648912,"7,76,249","8,46,032",/yr
3,Novitu Soft Labs,175618,"2,10,720","2,28,325",/yr
4.9,CIED Technologies,760840,"9,13,668","9,88,433",/yr
2,Shashank Research and Education Center,937970,"11,30,314","12,14,611",/yr
1,RAACOM Infosystems,702822,"8,45,490","9,11,565",/yr
2.9,Jaitra,1256842,"15,19,091","16,23,013",/yr
3.2,Gauge Data Solutions,1013066,"12,14,172","13,18,494",/yr
1.3,G&G Partnership,246507,"2,94,038","3,22,230",/yr
2.5,Edyoo Technologies,330610,"3,97,410","4,29,116",/yr
2.8,Suryoday,758153,"9,03,887","9,91,496",/yr
2.6,Phoneparloan,893254,"10,72,625","11,60,510",/yr
3,qplum,4075661,"49,10,615","52,78,538",/yr
1,Chemdiqas R & D,556467,"6,67,494","7,23,673",/yr
2.6,Goo-Goo Express Wash,280682,"3,38,410","3,63,296",/yr
2.2,Kane Innovations,326201,"3,89,756","4,25,747",/yr
2.1,TorcAI,1256224,"15,03,622","16,36,937",/yr
2.9,UL Technology Solutions,285335,"3,42,452","3,70,885",/yr
3.2,InveniAI,1639167,"19,68,706","21,29,212",/yr
3,AsamiAsami,2088462,"24,95,872","27,25,284",/yr
2.3,Gembrill Technologies,943190,"11,32,409","12,25,565",/yr
3.2,Paragon Systems (VA),749140,"9,07,254","9,65,595",/yr
2.5,Elie Tahari,886137,"10,60,908","11,54,435",/yr
3,STREAMVECTOR,900106,"10,90,747","11,59,517",/yr
3,JHD,97527,"1,16,107","1,27,711",/yr
3.2,Talocity InstaSolutions,707968,"8,45,981","9,23,939",/yr
2.6,Rplus Analytics,3151468,"38,02,758","40,75,911",/yr
4.8,neurIOT Technologies,1473309,"17,71,543","19,11,729",/yr
1,Deepnate Technologies,333829,"4,01,117","4,33,455",/yr
2.3,Kratos Analytical,240155,"2,89,797","3,10,590",/yr
4.8,Quickwork,252332,"3,04,497","3,26,332",/yr
3.2,Essker Technologies,369316,"4,39,806","4,83,483",/yr
3.1,NNT Corp.,1390254,"16,67,019","18,08,617",/yr
3,Kukun enterprise,1291363,"15,55,752","16,72,655",/yr
3.1,Hashworks,1112483,"13,40,161","14,41,047",/yr
3,GoSource,8792,"10,509","11,471",/yr
2.8,iXion Services,36908,"44,625","47,645",/yr
3.1,K-Arogia Advisory Services,21803,"26,066","28,441",/yr
3,Techlink Infoware,23484,"28,247","30,462",/yr
3,Higroove Systems,39120,"47,343","50,457",/yr
3,iPredictt Data Science Labs,21021,"25,143","27,409",/yr
2.4,AP Jobs,12788,"15,450","16,521",/yr
3,Supreem Pharmaceuticals Mysore,17984,"21,575","23,386",/yr
2.7,Sankhya Analytical Research,40863,"48,712","53,446",/yr
3.2,Actyv,49308,"59,115","64,155",/yr
3,Essprom Consultants,19336,"23,185","25,154",/yr
4.8,Rubicon Red,38816,"46,749","50,292",/yr
4.9,Oorwin Labs,18689,"22,406","24,317",/yr
3,TELiBrahma,44321,"52,794","58,009",/yr
3.2,IAK Verzekeringen,278105,"3,34,594","3,60,668",/yr
3.1,Unisave Marketing Networks,15826,"18,912","20,654",/yr
3.2,Ideation Technology Solutions,37662,"44,880","49,276",/yr
2.7,IMMO Information Technology,13658,"16,390","17,756",/yr
3.1,Spinnaker,20828,"24,964","27,105",/yr
2,ELEXTEL,16646,"19,937","21,679",/yr
4.8,Gritstone Technologies,20088,"24,221","25,999",/yr
3.2,The Center of Applied Data Science,43554,"52,440","56,445",/yr
3.2,Ankursoft Technologies,79484,"95,431","1,03,280",/yr
4.8,EnrichAI,8651,"10,338","11,289",/yr
3.2,Saman Mohit,42965,"51,368","56,045",/yr
4.8,First Tech Consulting,8041,"9,636","10,467",/yr
4.9,FeltSo,52855,"63,409","68,729",/yr
2.8,ST Unitas,8506,"10,123","11,141",/yr
2.4,Praktice Ai,26922,"32,253","35,051",/yr
4.8,Protium,24158,"28,955","31,439",/yr
4.9,PragetX Technologies,8005,"9,691","10,322",/yr
3.2,Planfirma Technologies,12400,"14,873","16,128",/yr
4.8,Shrofile,9300,"11,205","12,044",/yr
4.8,ProDigitalWorx,441936,"5,32,059","5,72,781",/yr
1,Conigital,1063516,"12,65,410","13,93,379",/yr
3.1,Books-A-Million,21522,"25,880","27,924",/yr
4.8,Microsoft Theater,81302,"98,143","1,05,113",/yr
2.2,AltraSys,288926,"3,47,473","3,74,841",/yr
3.1,Amphisoft Technologies,2897254,"34,70,905","37,72,230",/yr
4.9,Learnbay,16097,"19,298","20,945",/yr
2.6,Fiabilte Networks Solutions,464299,"5,57,972","6,02,775",/yr
4.8,Kintu Designs,10206,"10,040","15,474",/yr
3.2,NovelSynth Soft Solutions,16971,"20,225","22,202",/yr
3,Growth Guide,106165,"1,14,895","1,50,517",/yr
4.9,CoRover,9230,"11,064","12,011",/yr
3,Innoviti,18761,"22,400","24,503",/yr
4.8,Tribes.AI,340647,"4,10,895","4,40,723",/yr
4.8,OceanFrogs,30766,"36,654","40,260",/yr
1.4,Axicorp GmbH,40778,"23,813","78,132",/yr
3.1,ABSAS Solutions,18580,"16,388","30,062",/yr
2,Cognerium Robotic Labs,15176,"18,089","19,851",/yr
